family	decimalLatitude	decimalLongitude
Asteraceae	39.4031	-105.0011
Juncaceae	38.732464	-75.762194
Fabaceae	36.2239	-114.1092
Orobanchaceae	39.746782	-74.928498
Fagaceae	40.861761	-73.876808
Cyperaceae	38.74508	-75.74669
Ptilidiaceae	69.8	-155.38
Poaceae	38.444008	-75.693994
Asteraceae	42.998952	-77.563887
Polygonaceae	43.9	-117.3
Bryoxiphiaceae	43.591132	-90.162632
Poaceae	39.197608	-76.863411
Meesiaceae	70.893333	-155.684444
Characeae	44.32331	-74.12613
Fabaceae	37.28	-109.16
Callithamniaceae	48.537874	-123.00324
Poaceae	41.346929	-74.894454
Hydrodictyaceae	37.391968	-122.183253
Oleaceae	41.29766	-74.739279
Geraniaceae	30.481114	-98.704753
Brassicaceae	38.88	-114.37
Bryaceae	37.7278	-119.625
Rhodomelaceae	48.545067	-123.012267
Plantaginaceae	41.001553	-74.285726
Poaceae	40.115036	-87.805305
Asteraceae	47.237421	-88.411192
Cyperaceae	47.4887	-120.7219
Rosaceae	40.85	-73.88
Anacardiaceae	41.446624	-73.615041
Cyperaceae	41.456827	-70.562473
Sapindaceae	42.7048	-73.754842
Loasaceae	41.35	-111.3
Asteraceae	37.2194	-109.6983
Lejeuneaceae	36.8575	-82.828333
Frullaniaceae	47.83333	-122.43333
Buxbaumiaceae	34.5556	-84.25
Asteraceae	36.7233	-112.1889
Aulacomniaceae	45.83	-123.83
Cephaloziaceae	43.451181	-73.625394
Betulaceae	41.884413	-74.873072
Sphagnaceae	64.9	-147.85
Asteraceae	34.695217	-76.696033
Rosaceae	40.39	-118.22
Plantaginaceae	40.37	-109.13
Salicaceae	40.706213	-73.61874
Asteraceae	40.856767	-73.875413
Brachytheciaceae	54.92	-159.25
Fabaceae	32.4008	-111.8811
Brachytheciaceae	66.58	-151.92
Ulvaceae	41.490102	-71.312828
Onagraceae	36.16	-113.21
Neckeraceae	48.120708	-88.533404
Entodontaceae	43.04	-74.8483
Amblystegiaceae	44.8578	-68.0978
Fagaceae	38.4656	-75.32
Asteraceae	41.129144	-74.453302
Fabaceae	41.693422	-113.112156
Brassicaceae	37.976667	-108.348333
Characeae	41.278217	-73.8074
Splachnaceae	65.06403	-147.66144
Amaranthaceae	38.75	-111.36
Onagraceae	37.136975	-113.245386
Poaceae	42.723691	-73.278164
Plantaginaceae	34.469994	-118.196742
Cyperaceae	45.088521	-87.096479
Buxbaumiaceae	41.352597	-73.008438
Fagaceae	41.3586	-73.8758
Poaceae	38.37883	-75.81492
Dicranaceae	28.800548	-81.27312
Amblystegiaceae	42.293407	-76.466607
Fabaceae	39.512792	-120.008358
Apiaceae	38.87	-119.63
Rosaceae	42.124919	-112.125697
Cyperaceae	40.41483	-74.229589
Fabaceae	48.984	-114.4601
Caprifoliaceae	41.4	-73.95
Cornaceae	40.770786	-74.233161
Araliaceae	40.641294	-74.386445
Leskeaceae	36.912695	-89.833178
Asteraceae	41.018986	-73.798188
Fabaceae	37.69	-111.5
Polemoniaceae	37.2	-109.82
Asteraceae	40.74638	-73.375504
Asteraceae	41.9956	-111.49
Pterigynandraceae	44.9583	-116.1
Polytrichaceae	38.1008	-80.1164
Dicranaceae	42.033702	-73.972914
Rosaceae	40.394912	-74.390243
Scapaniaceae	59.88	-166.47
Polygonaceae	43.672965	-91.25917
Asteraceae	38.975006	-94.553011
Ericaceae	43.6758	-71.5919
Amblystegiaceae	40.09511	-75.18101
Cleomaceae	41.722368	-111.743563
Amaranthaceae	41.75339	-116.30472
Thuidiaceae	42.21731	-73.864573
Pottiaceae	40.766152	-123.513084
Fabaceae	32.3278	-110.8014
Pinaceae	40.391774	-74.398483
Cyperaceae	42.59045	-108.8835
Ricciaceae	28.800548	-81.27312
Plagiotheciaceae	38.13	-80.15
Cyperaceae	46.7368	-116.9646
Loasaceae	36.555556	-112.920278
Poaceae	43.788815	-91.295929
Rhodomelaceae	24.628546	-82.872869
Cyperaceae	46.480798	-91.292645
Catoscopiaceae	43.099391	-78.010046
Fabaceae	32.7058	-92.1825
Salicaceae	43.625	-116.18
Fabaceae	33.1862	-110.8186
Elaeagnaceae	38.89	-114.33
Pottiaceae	37.075963	-119.562214
Bryaceae	45.646956	-84.47448
Plantaginaceae	30.214093	-92.374576
Rosaceae	39.021565	-76.862029
Amblystegiaceae	35.6714	-105.7228
Asteraceae	44.3503	-107.3948
Asteraceae	39.26	-117.69
Asparagaceae	30.35	-103.65
Sphagnaceae	63.47	-150.92
Cyperaceae	43.0897	-109.4819
Apiaceae	37.92	-109.8
Dicranaceae	68.78	-160.0
Sapindaceae	42.7256	-108.8481
Cornaceae	37.37	-113.35
Orchidaceae	25.540061	-80.487917
Asteraceae	40.292098	-74.05183
Fabaceae	42.06419	-111.1017
Hydrophyllaceae	38.98	-119.35
Characeae	31.724194	-110.193399
Brassicaceae	39.2776	-76.3844
Plantaginaceae	39.05	-117.5
Amblystegiaceae	35.8417	-118.45
Poaceae	38.187191	-85.659158
Amaranthaceae	39.435559999074215	-117.70006
Sphagnaceae	44.82	-66.95
Apiaceae	39.35	-112.27
Onagraceae	36.88	-112.93
Poaceae	38.758672	-75.723261
Asteraceae	42.541167	-116.9227
Characeae	40.117966	-101.779114
Cyperaceae	42.9717	-117.73
Cyperaceae	41.253064	-77.750739
Hylocomiaceae	48.26667	-124.675
Cyperaceae	33.36055	-85.82983
Thuidiaceae	35.0	-83.1
Anastrophyllaceae	68.12	-165.92
Asteraceae	31.62058	-110.16697
Leskeaceae	39.6178	-97.9783
Brassicaceae	37.25	-113.63
Juncaceae	39.64449	-86.864732
Hydrophyllaceae	38.4	-110.97
Porellaceae	41.9015	-85.979507
Gelidiaceae	34.739665	-76.64112
Dicranaceae	28.35084	-80.725332
Brassicaceae	37.326944	-113.723333
Pottiaceae	39.63371	-94.048484
Poaceae	37.96589	-109.3575
Ptilidiaceae	68.1	-165.75
Asteraceae	41.8542	-111.5035
Verbenaceae	32.23	-111.15
Plantaginaceae	40.0381	-83.0347
Neckeraceae	43.363965	-71.939527
Polytrichaceae	55.17	-162.5
Sphagnaceae	60.08	-166.75
Asteraceae	37.424744	-122.170819
Ericaceae	44.4386	-73.5003
Amblystegiaceae	46.641859	-85.985165
Plantaginaceae	39.63028	-106.49781
Ricciaceae	30.267153	-97.743061
Verbenaceae	37.391111	-113.514167
Rubiaceae	41.36611	-73.61833
Ranunculaceae	40.6128	-110.1335
Radulaceae	43.062019	-73.917069
Polygonaceae	38.700294	-75.406886
Rhamnaceae	37.769367	-118.884183
Asteraceae	40.873741	-74.737571
Funariaceae	38.0511	-97.7847
Hypnaceae	34.97	-83.3
Meesiaceae	42.490905	-76.297155
Cyperaceae	41.90314	-72.61906
Zygnemataceae	42.452394	-71.101478
Hypnaceae	47.252877	-122.444291
Mniaceae	38.92672	-114.25853
Amaryllidaceae	41.28	-75.8
Rubiaceae	21.62915	-158.046683
Ericaceae	39.01918	-122.39029
Cyperaceae	40.145163	-87.185565
Caprifoliaceae	38.560264	-75.264614
Fagaceae	41.625006	-70.426132
Polygonaceae	41.57	-111.53
Salicaceae	45.714842	-121.464517
Cyperaceae	40.5838	-110.4369
Hydrophyllaceae	41.07	-119.38
Brassicaceae	43.409933	-115.223544
Cyperaceae	38.47	-109.2257
Plantaginaceae	44.7197	-111.385
Poaceae	40.900486	-74.58028
Arnelliaceae	68.87	-166.25
Onagraceae	40.862289	-73.877023
Anastrophyllaceae	68.87	-166.25
Linaceae	29.478836	-99.7686
Juncaceae	40.6128	-110.7028
Pottiaceae	69.38	-152.17
Gracilariaceae	40.605382	-73.755132
Polytrichaceae	70.33	-148.8
Cyperaceae	40.676044	-89.540273
Salicaceae	42.279265	-71.149497
Salicaceae	42.355978	-114.667163
Mniaceae	69.37	-152.17
Dicranaceae	41.998703	-74.386262
Fabroniaceae	42.701389	-74.137778
Polygonaceae	39.86328	-76.37478
Dicranaceae	46.119722	-116.900556
Poaceae	40.63788	-74.450986
Cyperaceae	38.2169	-75.5325
Fontinalaceae	48.534266	-123.017124
Cyperaceae	40.8294	-73.683195
Hylocomiaceae	37.3072	-83.4392
Cyperaceae	40.781862	-73.193109
Juncaceae	38.890056	-85.51413
Asteraceae	39.6081	-105.9556
Cupressaceae	41.4802	-116.1726
Aristolochiaceae	35.9678	-81.7581
Hydrophyllaceae	40.58	-110.11
Polygonaceae	40.68	-119.0
Pinaceae	40.863862	-73.878209
Poaceae	47.6551	-122.2973
Cladophoraceae	40.633901	-99.855012
Crassulaceae	47.179889	-120.874922
Plantaginaceae	40.88	-109.81
Lamiaceae	41.36339	-118.33172
Asteraceae	30.580181	-100.646939
Salicaceae	48.41779999906367	-107.0839
Boraginaceae	44.0166	-116.2475
Cyperaceae	39.0944	-117.2172
Fabaceae	43.55	-110.28
Polygonaceae	41.318263	-120.009524
Aneuraceae	45.541667	-84.680556
Asteraceae	34.6175	-111.8711
Linaceae	38.39	-115.09
Lophocoleaceae	38.268169	-75.470772
Cyperaceae	36.401725	-95.552089
Gentianaceae	42.63714	-116.44186
Caryophyllaceae	40.864591	-73.877952
Rosaceae	41.094541	-73.835968
Fabaceae	31.8277	-108.8224
Asteraceae	42.85111	-115.82189
Fontinalaceae	43.32618	-75.90047
Ephedraceae	38.12	-109.63
Fabaceae	43.48	-113.61
Splachnaceae	63.42	-150.33
Hydrophyllaceae	39.750083	-75.771247
Pottiaceae	39.1111	-97.5667
Salicaceae	39.7754	-111.1814
Sphagnaceae	46.55	-69.98
Hydrophyllaceae	43.5185	-113.60439
Anastrophyllaceae	66.97	-156.2
Lophoziaceae	68.75	-148.33
Asteraceae	37.7341	-112.28404
Ditrichaceae	38.642552	-90.323726
Sphagnaceae	41.4761	-73.555
Sphagnaceae	45.854137	-89.746769
Orobanchaceae	40.863144	-73.875306
Rubiaceae	41.181762	-74.335985
Fabaceae	37.51132	-113.5591
Cyperaceae	39.131985	-74.773073
Sphagnaceae	41.009444	-72.068611
Fabaceae	42.1869	-120.3475
Asteraceae	40.507986	-74.85916
Brassicaceae	41.03469	-119.15225
Characeae	41.52984	-70.668426
Mniaceae	69.38	-152.17
Grimmiaceae	44.972778	-72.385833
Cyperaceae	40.409309999068604	-79.682272
Asteraceae	38.71	-118.03
Asteraceae	43.91472	-113.6125
Pottiaceae	69.37	-145.05
Stereophyllaceae	25.26734	-80.323387
Cyperaceae	43.696452	-73.505674
Characeae	43.367596	-95.12268
Catoscopiaceae	68.88	-161.17
Asteraceae	41.1244	-105.5481
Orthotrichaceae	45.864457	-84.625601
Hypnaceae	42.47	-96.55
Cyperaceae	41.246227	-85.429279
Sphagnaceae	38.1132	-75.1988
Brassicaceae	38.55	-109.22
Cupressaceae	39.416193	-77.505486
Plantaginaceae	38.8833	-117.5778
Poaceae	43.52465	-109.91235
Characeae	33.296625	-86.816693
Rosaceae	40.642801	-73.695128
Amblystegiaceae	70.65	-156.92
Brassicaceae	38.3033	-112.4219
Moerckiaceae	47.99023	-89.639477
Cyperaceae	41.508442	-70.686974
Cornaceae	41.96497	-75.00492
Orobanchaceae	38.241407	-75.143204
Asteraceae	39.8783	-110.7553
Fabaceae	39.597222	-74.328644
Asteraceae	38.300617	-76.003719
Dicranaceae	38.268169	-75.470772
Plantaginaceae	45.8228	-112.5222
Fissidentaceae	45.3839	-70.7783
Caprifoliaceae	39.2	-114.7
Brassicaceae	40.4	-116.85
Loasaceae	36.7316	-114.9856
Fabaceae	36.53483	-116.12317
Plantaginaceae	44.7517	-119.6367
Ricciaceae	30.627977	-96.334407
Ditrichaceae	48.5575	-119.74861
Fabaceae	42.9583	-103.1203
Saxifragaceae	45.715	-121.46333
Caryophyllaceae	40.696181	-73.651718
Plantaginaceae	47.30778	-120.08167
Brachytheciaceae	44.5639	-69.99
Cyperaceae	45.560011	-84.677821
Grimmiaceae	43.974198	-74.141731
Boraginaceae	41.69	-114.73
Rosaceae	41.06	-114.59
Asteraceae	39.025	-107.07
Apiaceae	41.035935	-71.95194
Characeae	37.96435	-119.82869
Sapindaceae	21.63483	-158.0534
Poaceae	40.869483	-73.876372
Grimmiaceae	36.0833	-121.4014
Solanaceae	39.92425	-77.46006
Asteraceae	38.64075	-75.90239
Apiaceae	37.5	-113.93
Cyperaceae	34.279518	-87.398978
Fabaceae	40.85	-73.88
Dicranaceae	45.603292	-84.694536
Caryophyllaceae	41.73	-113.58
Ericaceae	44.337977	-111.468105
Fabroniaceae	39.77	-74.67
Typhaceae	43.662938	-116.68736
Asteraceae	40.642048	-74.441201
Grimmiaceae	68.87	-166.25
Cyperaceae	39.1878	-75.5369
Asteraceae	38.3029	-112.4457
Grimmiaceae	63.42	-150.33
Araliaceae	41.245593	-89.92483
Fabaceae	37.61	-110.08
Lamiaceae	39.050942	-76.89664
Sciadopityaceae	42.447017	-76.482996
Onagraceae	40.727296	-73.587401
Cyperaceae	40.663684	-73.705632
Brassicaceae	39.18	-112.25
Hylocomiaceae	47.746407	-90.333337
Nyssaceae	37.8958	-75.3683
Rosaceae	38.36	-110.04
Celastraceae	38.61	-113.79
Ulvaceae	40.863432	-73.4654
Polygonaceae	37.27	-111.9
Asteraceae	44.3894	-104.771
Theliaceae	37.891407	-93.504783
Brassicaceae	42.63714	-116.44186
Cyperaceae	41.283456	-70.082794
Grossulariaceae	42.429	-115.6349
Fabaceae	38.92925	-111.8558
Malvaceae	37.4575	-117.240833
Fabaceae	39.08	-110.67
Ranunculaceae	37.023406	-113.867986
Fontinalaceae	39.740381	-79.452817
Fabaceae	44.5128	-119.6422
Lophoziaceae	68.2	-152.78
Lamiaceae	46.981206	-123.602663
Salicaceae	36.7983	-107.6102
Amaranthaceae	40.38767	-109.28156
Fabaceae	38.11	-112.13
Plantaginaceae	41.46222	-109.49153
Celastraceae	40.745314	-73.807086
Sarcobataceae	43.34453	-116.76403
Cyperaceae	44.3426	-119.5863
Cyperaceae	44.526803	-96.490023
Asteraceae	43.79792	-110.62111
Onagraceae	41.38	-115.96
Lophocoleaceae	47.878869	-124.277206
Menyanthaceae	41.67437	-73.57262
Dicranaceae	43.395902	-74.289583
Juglandaceae	29.651634	-82.324826
Asteraceae	29.18	-82.18
Plantaginaceae	35.485604	-102.132414
Bryaceae	44.137832	-74.036538
Anastrophyllaceae	41.0719	-71.8578
Plagiochilaceae	25.518	-80.444
Fabaceae	38.4025	-111.6428
Fissidentaceae	32.848654	-86.396485
Araliaceae	44.25	-75.5
Cyperaceae	40.348718	-74.659047
Plantaginaceae	39.1914	-75.6472
Poaceae	33.299888	-92.470938
Poaceae	46.0249	-113.3052
Violaceae	43.3	-117.28
Boraginaceae	40.81364	-118.17344
Fabaceae	40.313611	-113.941944
Asteraceae	40.09	-109.24
Fabaceae	39.352851	-103.868669
Hydrangeaceae	37.9525	-109.8005
Cyperaceae	39.887251	-87.075253
Rubiaceae	37.265417	-109.674067
Taxaceae	45.560011	-84.677821
Thuidiaceae	44.170964	-73.954315
Plantaginaceae	42.06937	-122.72018
Boraginaceae	37.8678	-110.615
Rhodomelaceae	40.871389	-73.457222
Fabaceae	40.068542	-105.436197
Polygalaceae	40.785655	-74.916002
Poaceae	41.067292	-85.253511
Asteraceae	40.247	-115.4046
Cucurbitaceae	40.864917	-73.874128
Hylocomiaceae	39.124183	-82.790234
Polemoniaceae	35.0258	-111.7406
Plantaginaceae	42.24	-111.24
Fagaceae	32.33	-106.5456
Salicaceae	41.405344	-74.014866
Characeae	42.94521	-76.42653
Cupressaceae	40.5815	-119.015
Boraginaceae	39.48	-111.86
Brachytheciaceae	40.897878	-73.883469
Ranunculaceae	40.862289	-73.877023
Fabaceae	34.392364	-92.839411
Boraginaceae	41.9956	-111.49
Brachytheciaceae	47.0278	-69.0836
Fontinalaceae	42.371455	-74.729262
Mniaceae	40.83	-122.0083
Bryaceae	39.43329999907423	-122.7569
Orthotrichaceae	43.982621	-124.099841
Ranunculaceae	39.1914	-75.6475
Fabaceae	36.575967	-115.234325
Malvaceae	37.855	-110.1883
Cyperaceae	44.953689	-67.161929
Saxifragaceae	42.55	-116.72
Fontinalaceae	40.578221	-73.972285
Cyperaceae	37.7768	-111.8922
Poaceae	42.228333	-112.092667
Poaceae	25.47	-80.47
Adoxaceae	40.766243	-73.974609
Apiaceae	41.887222	-111.595833
Cyperaceae	40.766563	-73.974846
Stylonemataceae	42.3933	-71.173578
Plantaginaceae	47.30778	-120.08167
Frullaniaceae	43.340111	-124.330117
Fabaceae	38.76	-115.46
Scapaniaceae	45.864457	-84.625601
Polygonaceae	39.960664	-75.605488
Poaceae	42.126533	-121.930008
Brassicaceae	40.776644	-73.967439
Salicaceae	46.788926	-95.832266
Dicranaceae	39.124183	-82.790234
Cyperaceae	40.654261	-75.671306
Potamogetonaceae	40.852402350884915	-120.08296548713078
Juncaceae	43.6434	-105.6883
Cyperaceae	38.55211	-75.96144
Marchantiaceae	42.717856	-73.833455
Hypnaceae	68.92	-161.17
Fabaceae	37.61	-113.52
Aulacomniaceae	38.429422	-92.238934
Fagaceae	40.066169	-74.528821
Fabaceae	40.4831	-74.4386
Aulacomniaceae	47.65639	-122.30528
Pallaviciniaceae	30.7269	-94.6369
Boraginaceae	37.54389	-112.15719
Bartramiaceae	42.95	-91.27
Amblystegiaceae	69.37	-145.05
Lamiaceae	42.314441	-74.251229
Dicranaceae	69.37	-145.05
Hydrophyllaceae	32.70711	-116.0185
Polygonaceae	39.52	-119.67
Brassicaceae	38.35	-112.23
Sphagnaceae	58.37	-156.83
Myricaceae	41.1774	-73.6175
Rosaceae	44.08	-107.33
Codiaceae	36.620945	-121.904374
Aytoniaceae	38.994831	-85.617023
Cupressaceae	39.1681	-86.5261
Cyperaceae	39.51542	-78.90989
Fabaceae	28.020573	-97.054434
Sphagnaceae	38.10851	-83.54721
Fabaceae	38.1881	-111.0908
Bartramiaceae	48.58333	-122.96667
Asteraceae	41.8519	-114.2925
Asteraceae	40.19132	-74.017901
Fabaceae	38.44	-115.53
Amblystegiaceae	42.78	-100.02
Plantaginaceae	40.5814	-109.4739
Cyperaceae	38.4	-96.35
Bryaceae	38.791111	-104.870278
Cyperaceae	38.904542	-86.9931
Amblystegiaceae	67.05	-156.93
Asteraceae	47.467127	-87.869831
Fabaceae	43.7714	-113.7642
Rosaceae	40.776039	-73.972383
Nyctaginaceae	37.081703	-112.527325
Cyperaceae	43.156735	-75.748241
Solanaceae	30.6836	-88.0136
Polytrichaceae	44.8214	-71.0808
Sphagnaceae	39.57	-79.23
Salicaceae	37.43	-111.85
Salicaceae	42.0104	-104.1009
Ulvaceae	40.6008	-73.929382
Hydrophyllaceae	36.214	-113.2264
Neckeraceae	46.47667	-120.39556
Chaetophoraceae	37.717313	-122.10357
Orthotrichaceae	39.611419	-86.96829
Climaciaceae	38.359564	-79.880892
Pottiaceae	37.165398	-92.89177
Malvaceae	40.794858	-73.953578
Cyperaceae	34.279518	-87.398978
Brassicaceae	34.28681	-116.796402
Geraniaceae	37.38	-113.45
Bartramiaceae	68.78	-160.0
Loasaceae	36.999444	-113.571944
Euphorbiaceae	36.98	-111.75
Amblystegiaceae	43.969492	-74.224969
Fabaceae	38.2458	-110.6119
Onagraceae	38.7	-109.22
Onagraceae	36.82	-114.02
Bryaceae	43.914784	-74.484052
Brachytheciaceae	39.0332	-122.8096
Lythraceae	42.704522	-73.911514
Grimmiaceae	69.37	-145.05
Asteraceae	40.632048	-73.712631
Onagraceae	40.54455	-74.176532
Cyperaceae	41.18386	-73.58683
Adoxaceae	40.782323	-73.965416
Plantaginaceae	43.39	-113.03
Bryaceae	68.1	-165.75
Rosaceae	40.652332	-73.557009
Asteraceae	30.636344	-86.969708
Porellaceae	43.923124	-71.892028
Dumontiaceae	43.058384	-70.68738
Poaceae	40.588046	-73.669238
Bryaceae	32.64963999914247	-116.37792
Fabaceae	42.66	-116.11
Bryaceae	40.536772	-74.237367
Closteriaceae	41.837131	-69.973359
Fabaceae	36.85	-113.88
Malvaceae	38.75	-115.47
Grimmiaceae	38.231883	-93.36593
Fabaceae	39.4682	-110.4969
Apiaceae	37.508506	-113.193342
Asteraceae	36.9729	-113.86709
Hydrophyllaceae	37.12031	-113.57761
Malvaceae	37.95	-111.13
Poaceae	19.80985	-155.628633
Ditrichaceae	41.747174	-73.748585
Fabaceae	37.4	-113.5
Poaceae	42.9414	-112.5442
Plantaginaceae	39.13	-117.58
Ebenaceae	40.865474	-73.878711
Fabaceae	38.6	-112.28
Characeae	41.15576	-76.020127
Grimmiaceae	43.67173	-73.496784
Ericaceae	44.17883	-74.46822
Ericaceae	41.485	-73.5978
Bryaceae	68.13	-145.53
Hydrophyllaceae	43.13	-116.33
Cyperaceae	43.047842	-75.975292
Cladophoraceae	43.053132	-75.965803
Thuidiaceae	43.7456	-73.3992
Ulotrichaceae	41.823767	-71.416374
Amaranthaceae	36.93071699909352	-112.3776
Mniaceae	40.8647	-73.8736
Orobanchaceae	39.2722	-117.1111
Desmidiaceae	41.837131	-69.973359
Asteraceae	40.862412	-73.878143
Saxifragaceae	38.9911	-107.0658
Brassicaceae	41.1073	-108.8052
Amblystegiaceae	42.858424	-70.930055
Brachytheciaceae	44.023673	-74.327104
Solieriaceae	41.191976	-71.574732
Fabaceae	39.48	-114.7
Lamiaceae	42.3142	-73.7769
Ditrichaceae	70.95	-157.45
Fissidentaceae	36.083361	-121.401417
Sphagnaceae	43.196181	-73.68159
Rosaceae	40.7928	-110.4946
Rosaceae	35.52	-111.3711
Ricciaceae	31.7394	-82.8642
Poaceae	38.778838	-75.146388
Poaceae	39.721228	-74.759882
Poaceae	42.067083	-88.106938
Onagraceae	40.65445	-73.119842
Asteraceae	38.814494	-75.345067
Polytrichaceae	32.52	-79.25
Cephaloziaceae	36.6381	-81.6053
Asteraceae	38.4198	-112.3898
Anacardiaceae	32.812789	-79.85315
Hylocomiaceae	68.67	-141.0
Pottiaceae	39.63371	-94.048484
Brassicaceae	37.12	-112.17
Poaceae	27.521705	-82.527596
Poaceae	39.504785	-82.876843
Poaceae	37.7646	-118.736417
Orobanchaceae	39.57	-117.84
Alismataceae	42.55494	-73.74617
Apiaceae	39.4828	-119.2942
Onagraceae	38.3625	-109.6131
Ericaceae	40.822666	-73.210682
Balsaminaceae	44.85026	-88.68104
Myricaceae	41.5447	-73.7586
Polytrichaceae	45.639108	-84.727828
Kallymeniaceae	37.520901	-122.515404
Polytrichaceae	40.73	-106.7917
Poaceae	41.464483	-73.609384
Pleuroziopsaceae	58.301944	-134.419722
Boraginaceae	40.688	-116.18211
Ranunculaceae	40.862289	-73.877023
Fabaceae	40.34	-119.84
Bryaceae	39.7478	-105.3052
Cucurbitaceae	40.663931	-73.93828
Brassicaceae	40.92	-111.58
Salicaceae	48.6183	-102.4067
Plantaginaceae	43.104167	-111.598611
Plantaginaceae	40.93710999906601	-109.779
Chaetophoraceae	40.724823	-74.304037
Hydrophyllaceae	30.754183	-98.676222
Apocynaceae	30.67	-103.98
Cyperaceae	44.595616	-75.169094
Asteraceae	40.919	-119.4363
Poaceae	42.970863	-82.424914
Malvaceae	38.28	-116.25
Bignoniaceae	25.68	-80.3
Cyperaceae	39.15556	-94.393562
Kornmanniaceae	41.823767	-71.416374
Fabaceae	43.31	-117.12
Poaceae	45.715	-121.46333
Orthotrichaceae	60.15	-152.63
Amblystegiaceae	41.599207	-86.905861
Salicaceae	45.714842	-121.464517
Onagraceae	41.7	-115.78
Dicranaceae	42.690355	-73.54485
Amaranthaceae	40.1955	-112.29711
Hylocomiaceae	37.2694	-82.3014
Plantaginaceae	38.93	-115.55
Brachytheciaceae	62.52	-153.63
Scrophulariaceae	41.075846	-71.932858
Fabaceae	42.948125	-115.798947
Asteraceae	37.2844	-109.5517
Asteraceae	44.768629	-96.672934
Boraginaceae	45.868616	-84.769416
Cyperaceae	42.0833	-122.73
Fabaceae	45.749	-112.6784
Hypnaceae	42.41843	-71.106164
Fabaceae	47.8381	-100.6653
Fontinalaceae	47.915375	-91.88292
Ulotrichaceae	40.185964	-74.025144
Ulmaceae	40.819366	-73.926027
Fabaceae	39.928477	-74.1997
Plantaginaceae	36.4	-113.71
Nyctaginaceae	36.93	-112.5
Cyperaceae	40.87121	-74.734052
Cyperaceae	40.892875	-75.064619
Rubiaceae	41.449636	-73.609014
Apiaceae	37.3375	-113.6329
Fagaceae	40.774225	-73.973853
Apiaceae	37.7464	-112.3153
Amaranthaceae	42.925	-112.0014
Cyperaceae	39.70233	-79.00897
Pottiaceae	39.5461	-97.7894
Orobanchaceae	38.7644	-116.9125
Amblystegiaceae	64.42	-158.25
Asteraceae	47.838058	-100.665419
Rhodomelaceae	21.454637	-157.81637
Polemoniaceae	37.253225	-118.267547
Characeae	44.67611	-75.52959
Asteraceae	38.64	-109.5
Caryophyllaceae	39.55	-114.62
Thuidiaceae	44.5111	-73.8831
Cyperaceae	40.63788	-74.450986
Mniaceae	68.87	-166.25
Cyperaceae	40.633714	-74.407374
Fabaceae	40.67	-109.64
Cyperaceae	40.6668	-95.6951
Fabaceae	36.92	-116.87
Cyperaceae	41.508041	-84.878521
Pinaceae	39.63	-110.33
Poaceae	24.878275	-80.677049
Rosaceae	48.639983	-112.343192
Leucodontaceae	30.370199	-86.11494
Polygonaceae	40.858969	-73.880265
Galaxauraceae	24.628469	-82.873224
Polytrichaceae	40.865817	-73.876483
Fabaceae	36.17	-113.24
Jungermanniaceae	39.945	-105.7575
Orobanchaceae	40.770996	-73.648076
Potamogetonaceae	42.4517	-117.2167
Bangiaceae	22.211922	-159.412239
Boraginaceae	40.828992	-112.016475
Onagraceae	43.79	-116.92
Poaceae	36.36333	-113.46967
Caryophyllaceae	41.18142	-73.6015
Brassicaceae	37.22	-116.78
Grimmiaceae	61.038889	-148.321389
Brassicaceae	37.788056	-110.942222
Cephaloziaceae	64.9142	-147.8386
Grimmiaceae	43.042856	-72.910933
Poaceae	40.833908	-72.922542
Salicaceae	41.030278	-119.352222
Asteraceae	35.052664	-78.878358
Polygonaceae	39.279722	-117.154167
Ulvaceae	48.054425	-123.011587
Poaceae	42.96276	-118.05128
Caryophyllaceae	38.741	-115.479
Rosaceae	41.03093	-73.83569
Salicaceae	41.381224	-70.674472
Lepidoziaceae	57.7806	-135.2167
Asteraceae	42.440628	-76.496608
Poaceae	42.9899	-106.9595
Hypnaceae	42.7106	-77.8692
Fabaceae	39.48	-119.61
Arecaceae	25.67	-80.27
Cystopteridaceae	37.20672	-106.54591
Plantaginaceae	40.997424	-72.291123
Buxbaumiaceae	42.399518	-76.576889
Boraginaceae	39.6672	-114.6689
Fabaceae	41.18	-117.76
Characeae	41.681301	-70.523864
Cyperaceae	33.2336	-111.7361
Arecaceae	24.555702	-81.782591
Polemoniaceae	39.88	-114.26
Grimmiaceae	43.880865	-73.583005
Bruchiaceae	29.83	-81.95
Splachnaceae	58.68	-156.65
Cyperaceae	36.181847	-96.238708
Brassicaceae	38.17	-109.43
Violaceae	40.6	-109.82
Asteraceae	40.55967	-109.21175
Amaranthaceae	42.04233	-110.52333
Pottiaceae	41.7311	-73.5625
Cornaceae	41.67572	-73.57305
Scapaniaceae	52.92	-173.62
Poaceae	39.766503	-75.144344
Cyperaceae	40.703545	-73.618912
Asteraceae	40.778322	-73.97175
Entodontaceae	29.883275	-97.941394
Asteraceae	33.480123	-117.72401
Brassicaceae	38.67	-113.28
Poaceae	40.484478	-74.284179
Ditrichaceae	66.88936	-160.68683
Polygonaceae	43.615582	-84.247212
Amblystegiaceae	45.955833	-68.365556
Fabaceae	39.19	-112.25
Brachytheciaceae	43.062019	-73.917069
Calymperaceae	22.15421999934034	-159.61766999999998
Boraginaceae	30.069464	-99.228122
Asteraceae	41.4875	-113.6671
Onagraceae	40.719382	-74.836967
Fontinalaceae	42.528397	-86.023785
Cyperaceae	47.5666	-107.8742
